timestamp,blockReward
1686641615,0.01871742535
1686674447,0.04915230167
1686661571,0.03604299872
1686680411,0.03841146425
1686673727,0.02893105938
1686642623,0.09925119153
1686668543,0.1346527562
1686668711,0.04022925939
1686676175,0.02237879486
1686647771,0.02677880552
1686677015,0.06151727852
1686667883,0.0911385434
1686645671,0.01258755578
1686679931,0.1580689826
1686677099,0.03265918696
1686651923,0.01057486048
1686654191,0.0449439984
1686664355,0.01237216667
1686672035,1.048374884
1686660563,0.1366133448
1686668627,0.02363740039
1686661151,0.04457339468
1686652247,0.02063690177
1686640895,0.08506006844
1686675167,0.04056697407
1686662771,0.06836641019
1686660647,0.02155606917
1686655187,0.02240274536
1686672875,0.02144361749
1686677255,0.05776279252
1686678743,0.007830805005
1686644135,0.01905640596
1686662939,0.03115710472
1686674591,0.03303400043
1686674963,0.05290620958
1686645839,0.0381865819
1686675047,0.1018381034
1686669563,0.01964044385
1686678575,0.02765619822
1686677711,0.0315894071
1686675539,0.1098111961
1686661487,0.04347748966
1686673487,0.06840892655
1686659987,0.05713056688
1686662591,0.02562285108
1686656243,0.03692781863
1686656159,0.04949170286
1686658415,0.01350634588
1686659567,0.1634832198
1686641867,0.03476634694
1686673343,0.1389176928
1686664667,0.03975992805
1686667163,0.03625567263
1686668063,0.04615679588
1686673571,0.05969640466
1686668303,0.04173655056
1686677171,0.2075227615
1686672419,0.02762405947
1686646379,0.03028426872
1686648779,0.009559592767
1686645107,0.01519745487
1686670631,0.06238982688
1686667979,0.01453787089
1686646175,0.01608444781
1686671435,0.27447347
1686656675,0.02094938639
1686662507,0.02168625725
1686651347,0.0482387367
1686650771,0.03605182771
1686650255,0.01949924471
1686674879,0.02609331505
1686640979,0.009467422937
1686644039,0.03525909903
1686651755,0.01783552338
1686660143,0.09546249965
1686680087,0.01341765719
1686656927,0.04458332775
1686670595,0.02965971528
1686641963,0.04410300661
1686665951,0.0474852096
1686674675,0.04077293155
1686665855,0.05728638376
1686653207,0.03363334469
1686646295,0.01100313965
1686648443,0.05221761563
1686654923,0.02444567251
1686648635,0.1410248185
1686673043,0.03750307869
1686654755,0.02005168339
1686672119,0.02536924916
1686655259,0.04658772078
1686673883,0.07684213
1686675947,0.0162395963
1686640631,0.04595313645
1686661319,0.02042463097
1686642791,0.02350956526
1686658331,0.04506332239
1686654587,0.0739810168
1686667799,0.08122541925
1686657815,0.006684470354
1686647183,0.02246453927
1686667247,0.01433420178
1686669983,0.4282150653
1686652415,0.04549853527
1686662855,0.02905859315
1686655583,0.04417059017
1686655739,0.07160121789
1686665375,0.09411829629
1686670151,0.02902306884
1686666767,0.03282452425
1686664751,0.07025410409
1686647687,0.03377524342
1686656423,0.01095594519
1686675767,0.01608380724
1686669191,0.04657930709
1686673811,0.08456790993
1686646007,0.01830591282
1686659471,0.02283751533
1686643871,0.03123943384
1686664055,0.04197973557
1686646535,0.02741836782
1686656591,0.0225463847
1686653687,0.008674605183
1686643535,0.03465113175
1686676931,0.062119433
1686676595,0.1109473137
1686657083,0.03080496291
1686654335,0.07139523107
1686650939,0.01983815309
1686669815,0.05292921507
1686664211,0.09771417888
1686668951,0.02625227224
1686649271,0.03276203505
1686673259,0.06937103957
1686649019,0.08962651794
1686651587,0.009175741402
1686677555,0.1106709003
1686641027,0.01246907368
1686677411,0.08167121347
1686664283,0.05653406735
1686675335,0.04340975819
1686664835,0
1686641267,0.01425493506
1686659651,0.3995048521
1686680015,0.02570703278
1686650327,0.06946278495
1686679511,1.084545352
1686653939,0.02696358382
1686655343,0.01272598045
1686670379,0.05199400706
1686674363,0.1583761221
1686667079,0.02770538645
1686677483,0.03655751699
1686661835,0.04842033007
1686677963,0.05119583645
1686643031,0.01399680868
1686644567,0.02738645317
1686658883,0.02795700892
1686650855,0.008474754365
1686679595,0.190025126
1686647459,0.007798094939
1686667403,0.01217124567
1686664919,0.1814917888
1686641423,0.02158260285
1686660815,0.03451353199
1686670715,0.03986233396
1686669347,0.008442963393
1686640547,0.02310081039
1686667643,0.02628150998
1686646463,0.06325997992
1686671519,0.07342437263
1686653459,0.02281946152
1686666191,0.09062024044
1686674795,0.1488434223
1686658571,0.01859369234
1686657167,0.01981886598
1686665447,0.06456186318
1686650603,0.0226741123
1686676259,0.03231714758
1686662423,0.05214738761
1686649187,0.03458870163
1686674279,0.04052882435
1686669107,0.07415678473
1686673643,0.1028198082
1686663311,0.03980319322
1686665615,0.07968135603
1686659135,0.0480979249
1686678911,0.02716733349
1686669731,0.07941806211
1686646691,0.02875309527
1686663887,0.05157830742
1686666443,0.01498464128
1686668471,0.0825963887
1686656327,0.01964426344
1686644939,0.006422091748
1686641699,0.01776963975
1686649103,0.03261651732
1686663647,0.0333976023
1686661235,0.04007566737
1686659387,0.2725679368
1686644795,0.03260699814
1686650687,0.02071023118
1686675263,0.05301248301
1686643199,0.01461151138
1686650087,0.02553109354
1686678659,0.06461973943
1686668147,1.584149454
1686658811,0.03118859122
1686655499,0.0174591166
1686649355,0.03537175592
1686645587,0.02642015952
1686663479,0.09446452528
1686651839,0.01118732422
1686652943,0.02384009621
1686679439,0.08785812003
1686663731,0.04599515995
1686660071,0.0896348833
1686674111,0.1812495997
1686644483,0.009784111379
1686678023,0.01233755351
1686677879,0.02672236548
1686651263,0.037703923
1686663203,0.1077090734
1686679847,0.01494498152
1686662171,0.550124787
1686657671,0.02168850355
1686655019,0.008218656729
1686647099,0.01283171607
1686672587,0.03113698221
1686656843,0.02732830023
1686679103,0.1255071748
1686643703,0.007282663667
1686654419,0.01923246887
1686642455,0.0375423291
1686653603,0.01148371578
1686675455,0.2933763111
1686670919,0.03314028075
1686672503,0.09856997857
1686660983,0.05135908719
1686675419,0.03206924874
1686660395,0.08873776497
1686648563,0.02156995928
1686679187,0.03675282179
1686648011,0.03307993617
1686653771,0.06522439056
1686676763,0.04454855792
1686653375,0.02165005776
1686676103,0.01028123031
1686659303,0.1209890574
1686675143,0.05159820496
1686654503,0.02589073505
1686645503,0.02437962096
1686643367,0.02700845864
1686658235,0.04335447879
1686672959,0.01517572289
1686661403,0.04029197644
1686668231,0.03910588141
1686665003,0.0610070086
1686648311,0.04376362963
1686650171,0.04099351484
1686643115,0.03212296961
1686671003,0.03954609654
1686660227,0.01871345192
1686658151,0.0572709693
1686646931,0.05465413396
1686670235,0.1552658078
1686642539,0.01612189687
1686676343,0.02310276474
1686645755,0.02323279668
1686640475,0.02683323542
1686655655,0.0323771709
1686649679,0.02188662768
1686666683,0.08651353421
1686678275,0.08103668454
1686654839,0.0311619263
1686648935,0.1093957803
1686641531,0.02233922109
1686662003,0.1005525504
1686680339,0.04920988135
1686655103,0.05418832283
1686653039,0.02794598707
1686663287,0.009072776635
1686645923,0.02526530896
1686652007,0.02065283499
1686663035,0.08004600417
1686657587,0.02722256628
1686651503,0.01691881571
1686642371,0.02221587144
1686671759,0.01799259466
1686657335,0.2261822995
1686666359,0.01191847231
1686663395,0.204489975
1686656999,0.06594556893
1686657899,0.04833869477
1686651671,0.02290546296
1686652091,0.02838639817
1686668867,0.02954369129
1686655427,0.02708095984
1686669647,0.05072355832
1686672623,0.02209274392
1686671063,0.2497319428
1686646259,0.02424027523
1686647375,0.01605537725
1686641183,0.03188472182
1686660311,0.08988105743
1686674747,0.04394817531
1686645395,0.04610382617
1686642119,0.03363395882
1686671603,0.03209159308
1686657503,0.03046034501
1686649763,0.04941728802
1686665771,0.0228970208
1686647303,0.02454621377
1686671147,0.04089472349
1686648359,0.0258693714
1686674195,0.02058269295
1686656507,0.02326427115
1686641351,0.01489724659
1686672347,0.1171161151
1686647855,0.02047904368
1686673331,0.06946487762
1686659735,0.06455170843
1686644399,0.03191826364
1686660731,0.0361521582
1686661667,0.03025080513
1686647015,0.02920713622
1686666611,0.1113776647
1686654251,0.01444936965
1686653531,0.04286044904
1686656759,0.01980319674
1686659219,0.04787136875
1686679691,0.04057447431
1686652331,0.0143254652
1686673187,0.07136026849
